relpath	sha256	bytes	version
onboarding-v0.1.14/scenes/04-introduction.webp	aa9f23448e9e3a21110e7bdb86d7c0cb8935cfd86d3a6d0f3fbdb624f1692eae	269670	onboarding-v0.1.14
onboarding-v0.1.14/scenes/05-departure.webp	66d78eaa61684be7ea58ac74d98705a9634324469f398f52639dd0a47ea9d5b0	292826	onboarding-v0.1.14
onboarding-v0.1.14/shared.css	8125b11e99dea553c8ac5c6e62576f9d242b1569af339991adcd24577bdcf96e	22046	onboarding-v0.1.14
onboarding-v0.1.14/test/onboarding-client.test.js	4595b56afae8b5ed5693077cfeb3b93c8651169667c1230e64ecd21828d3bc9b	24411	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/draco/draco_decoder.js	8625489da79a805f4f2a7d511c3e52d8b4085608a9d2a4d5f4f9de5db0aea04f	512465	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/draco/draco_decoder.wasm	a680d927bed9cb864ddbd63521868891af2bfbe755092761b4837487618df8ac	192420	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/draco/draco_wasm_wrapper.js	8bb2952d2ba7d67e1414f8df819410cb0434a666be53f671fff75f68843d76f6	58456	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/three/addons/loaders/DRACOLoader.js	65c114ecb7b349cdc59c75b2c92d19cca672a138060dba0f60f64262fa40408c	13628	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/three/addons/loaders/GLTFLoader.js	d073b438e6a07e1359741dd5d6c76c953420cc0d4fd84eb1bdde94315540e6a3	108522	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/three/addons/utils/BufferGeometryUtils.js	b0c64fe6f3b9907262921b73fafc4ade874c07ba6b4876e164c87a830c2c2113	31554	onboarding-v0.1.14
onboarding-v0.1.14/three-libs/three/three.module.js	e7348ab8c7bf7a41f7afc5fe503c20a0ed090d9536aacf1ee975d7aaee24d394	1280747	onboarding-v0.1.14
onboarding-v0.1.15/CHANGELOG.md	bd35e07c832138092fefec6e61b9fc989f339ac9c3d732530401c0e49413319f	17232	onboarding-v0.1.15
onboarding-v0.1.15/README.md	cef0e06b8eaf848b673049e21ef8851ccb034e1a5ace0965d5207f0d4eb0fb19	3407	onboarding-v0.1.15
onboarding-v0.1.15/VERSION	1eb927a1a82970532d837bc8f162d22fd254db263e2bc97d8c3815a61868d268	15	onboarding-v0.1.15
onboarding-v0.1.15/assets/chiefmonkey6.glb	36fcbb82ccae0aad13578f986ea214f6fc056b4a86c6284975ce6216924161fe	1227020	onboarding-v0.1.15
onboarding-v0.1.15/character.js	6a5033c4997f5480fc13a500cb0fc1aa71fc105c1a03a2767e30eba1a498164a	15392	onboarding-v0.1.15
onboarding-v0.1.15/deck.js	bebdea67d438d1075a8f821c79429e5589ead3be9d7205861c485168900fb943	5041	onboarding-v0.1.15
onboarding-v0.1.15/index.html	072f6836c8b6f1942da83a48180df01f3109ff02ba551a98e85610fcb7d00979	17677	onboarding-v0.1.15
onboarding-v0.1.15/inspect/index.html	3f7c8e9d465195d5d4de15ce9066e25cd66889e9571400aec127a439752bf58c	10020	onboarding-v0.1.15
onboarding-v0.1.15/inspect/inspector.js	6e72217a8839fb361894c0772d309d6e778cd06213b5ab139370368fa70150e9	10700	onboarding-v0.1.15
onboarding-v0.1.15/onboarding-client.js	b8ae727600a0e847ffe405248a31b50c0d79f0b09c553a532f14337b1b681520	27298	onboarding-v0.1.15
onboarding-v0.1.15/scenes/01-approach.webp	7f08977f9f69d76be10e3b44d2889db8c92b92433afa00009bf08ca0c31a96a7	320598	onboarding-v0.1.15
onboarding-v0.1.15/scenes/02-preparation.webp	6873002c35e0c48c9625d03193d8817abf33974c45da34d2d28d650c34823cd1	204294	onboarding-v0.1.15
onboarding-v0.1.15/scenes/03-connection.webp	fd158e958d0f698ba29e131329438bbcdec922c8f248cdcc29b1385d91942656	230054	onboarding-v0.1.15
onboarding-v0.1.15/scenes/04-introduction.webp	aa9f23448e9e3a21110e7bdb86d7c0cb8935cfd86d3a6d0f3fbdb624f1692eae	269670	onboarding-v0.1.15
onboarding-v0.1.15/scenes/05-departure.webp	66d78eaa61684be7ea58ac74d98705a9634324469f398f52639dd0a47ea9d5b0	292826	onboarding-v0.1.15
onboarding-v0.1.15/shared.css	8125b11e99dea553c8ac5c6e62576f9d242b1569af339991adcd24577bdcf96e	22046	onboarding-v0.1.15
onboarding-v0.1.15/test/onboarding-client.test.js	49f155be007543982e11e912a548f5170d57bb537ae2c51987260d242e75247c	30338	onboarding-v0.1.15
onboarding-v0.1.15/three-libs/draco/draco_decoder.js	8625489da79a805f4f2a7d511c3e52d8b4085608a9d2a4d5f4f9de5db0aea04f	512465	onboarding-v0.1.15
onboarding-v0.1.15/three-libs/draco/draco_decoder.wasm	a680d927bed9cb864ddbd63521868891af2bfbe755092761b4837487618df8ac	192420	onboarding-v0.1.15
